Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Fault_Code,Fault_Name,Severity,Parts_Availability,Garage_Type,Mechanic_Expertise,Day_of_Week,Time_of_Day,Actual_Repair_Hours,Repair_Cost_LKR,PartsRequired_Names
719,Honda Fit,2009,179913,Engine,Overheating,ENG-450,Overheating Issue,High,In Stock,Authorized,Senior,Weekend,Evening,7.2,31700,"Fuel Injector, Piston Ring"
720,Toyota Prius,2019,99563,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,In Stock,Authorized,Expert,Weekday,Afternoon,1.82,8500,"Control Arm, Strut Mount"
721,Suzuki WagonR,2020,25657,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,Order Required,Authorized,Senior,Weekend,Evening,7.05,26400,"Battery, Fuse"
722,Honda Fit,2022,95476,Engine,Overheating,ENG-450,Overheating Issue,Low,In Stock,Local,Senior,Weekend,Afternoon,1.29,7300,"Timing Belt, Piston Ring"
723,Toyota Corolla,2021,85454,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Low,Order Required,Authorized,Senior,Weekday,Morning,2.96,15100,"Alternator, Wiring Harness"
724,Honda Civic,2009,44876,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Authorized,Expert,Weekend,Morning,1.77,8100,"Fuse, Starter Motor"
725,Toyota Corolla,2017,144851,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Authorized,Senior,Weekday,Morning,4.39,17100,"Ball Joint, Shock Absorber"
726,Suzuki WagonR,2015,32771,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,Order Required,Authorized,Senior,Weekday,Afternoon,3.33,18600,"Brake Pad, Brake Caliper"
727,Toyota Corolla,2021,142527,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,Order Required,Local,Senior,Weekday,Evening,6.28,22200,"Clutch Plate, Transmission Fluid Filter"
728,Honda Civic,2018,177348,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,In Stock,Local,Junior,Weekend,Evening,7.04,26100,"Engine Oil Filter, Piston Ring"
729,Suzuki WagonR,2013,125158,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,Order Required,Local,Expert,Weekend,Afternoon,3.82,16900,"Battery, Wiring Harness"
730,Suzuki Alto,2012,34756,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,In Stock,Authorized,Senior,Weekday,Afternoon,1.55,6800,"Brake Disc, Brake Caliper"
731,Toyota Corolla,2019,103045,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,Order Required,Local,Expert,Weekday,Morning,2.08,7600,"Strut Mount, Ball Joint"
732,Nissan Sunny,2016,66214,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Low,In Stock,Authorized,Expert,Weekend,Evening,1.98,11500,"Battery, Wiring Harness"
733,Suzuki WagonR,2016,159030,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,Order Required,Authorized,Expert,Weekend,Morning,6.87,30400,"Brake Fluid Hose, Brake Caliper"
734,Suzuki Alto,2020,126069,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,Order Required,Authorized,Senior,Weekday,Morning,4.02,24000,"Battery, Fuse"
735,Honda Civic,2016,70591,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,In Stock,Authorized,Junior,Weekday,Afternoon,7.02,33000,"Piston Ring, Timing Belt"
736,Honda Civic,2008,65998,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Medium,Order Required,Local,Junior,Weekday,Evening,4.27,19700,"Fuse, Alternator"
737,Suzuki Alto,2008,72950,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,In Stock,Local,Expert,Weekend,Morning,5.61,24000,"Starter Motor, Fuse"
738,Suzuki Alto,2018,102015,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,In Stock,Local,Junior,Weekend,Morning,7.01,36700,"Brake Caliper, Brake Fluid Hose"
739,Suzuki WagonR,2010,123988,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,In Stock,Authorized,Expert,Weekend,Morning,1.68,6500,"Brake Pad, Brake Caliper"
740,Honda Fit,2019,125433,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,Order Required,Authorized,Expert,Weekday,Morning,3.57,13300,"Brake Disc, Brake Caliper"
741,Honda Civic,2016,179084,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,In Stock,Local,Expert,Weekday,Evening,2.37,9000,"Transmission Fluid Filter, Gearbox Mount"
742,Toyota Prius,2016,30852,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Local,Senior,Weekend,Afternoon,3.1,12300,"Control Arm, Shock Absorber"
743,Honda Fit,2011,28762,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Medium,Order Required,Authorized,Senior,Weekend,Afternoon,4.27,22900,"Battery, Alternator"
744,Honda Civic,2016,83102,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,Order Required,Authorized,Junior,Weekday,Evening,2.77,12000,"Gearbox Mount, Clutch Plate"
745,Honda Fit,2014,78738,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Local,Junior,Weekday,Morning,1.17,5700,"Battery, Alternator"
746,Suzuki Alto,2017,82467,Engine,Oil Leak,ENG-170,Oil Leak Issue,Low,Order Required,Authorized,Senior,Weekday,Afternoon,1.36,7300,"Spark Plug, Piston Ring"
747,Nissan Sunny,2013,151435,Engine,Overheating,ENG-450,Overheating Issue,Low,In Stock,Local,Senior,Weekday,Evening,2.66,11200,"Spark Plug, Timing Belt"
748,Toyota Prius,2015,104404,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,In Stock,Authorized,Expert,Weekday,Evening,3.29,17700,"Brake Pad, Brake Fluid Hose"
749,Toyota Corolla,2016,179324,Engine,Misfire,ENG-847,Misfire Issue,Medium,In Stock,Local,Expert,Weekend,Morning,3.07,17600,"Piston Ring, Fuel Injector"
750,Honda Civic,2018,114467,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,Order Required,Authorized,Expert,Weekday,Afternoon,4.54,22500,"Strut Mount, Control Arm"
751,Honda Civic,2017,74644,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,Order Required,Authorized,Junior,Weekend,Evening,2.58,13400,"Brake Fluid Hose, Brake Disc"
752,Toyota Corolla,2011,40186,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,Order Required,Authorized,Junior,Weekday,Evening,7.45,43100,"Wiring Harness, Fuse"
753,Toyota Corolla,2017,48422,Engine,Timing Issue,ENG-522,Timing Issue Issue,Medium,Order Required,Authorized,Senior,Weekday,Morning,3.34,13500,"Spark Plug, Piston Ring"
754,Honda Civic,2022,115214,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,In Stock,Authorized,Senior,Weekend,Evening,6.87,34800,"Strut Mount, Ball Joint"
755,Nissan Sunny,2019,165945,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Local,Expert,Weekday,Morning,3.81,16900,"Ball Joint, Shock Absorber"
756,Toyota Prius,2011,137890,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,In Stock,Local,Expert,Weekday,Evening,5.93,27000,"Battery, Fuse"
757,Honda Civic,2008,99265,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,In Stock,Local,Senior,Weekend,Afternoon,5.65,33200,"Ball Joint, Strut Mount"
758,Honda Fit,2017,64354,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,In Stock,Local,Senior,Weekday,Evening,4.6,25200,"Brake Caliper, Brake Fluid Hose"
759,Suzuki Alto,2009,39272,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,In Stock,Authorized,Expert,Weekend,Afternoon,1.74,6200,"Transmission Fluid Filter, Clutch Plate"
760,Honda Fit,2021,52395,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,High,Order Required,Authorized,Junior,Weekend,Evening,6.73,30600,"Transmission Fluid Filter, Clutch Plate"
761,Suzuki WagonR,2022,74720,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,Order Required,Local,Expert,Weekday,Afternoon,4.02,14800,"Brake Pad, Brake Fluid Hose"
762,Honda Fit,2015,152504,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,In Stock,Authorized,Expert,Weekday,Evening,3.99,21100,"Battery, Wiring Harness"
763,Honda Fit,2009,123021,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,Order Required,Local,Senior,Weekday,Evening,2.7,15100,"Brake Fluid Hose, Brake Caliper"
764,Suzuki Alto,2015,107915,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Low,In Stock,Authorized,Junior,Weekday,Evening,2.0,8900,"Strut Mount, Ball Joint"
765,Suzuki WagonR,2016,101029,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Local,Junior,Weekday,Afternoon,7.03,26000,"Control Arm, Ball Joint"
766,Honda Civic,2021,93378,Engine,Oil Leak,ENG-170,Oil Leak Issue,Low,In Stock,Authorized,Junior,Weekend,Morning,1.89,9800,"Spark Plug, Fuel Injector"
767,Suzuki WagonR,2010,53111,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,In Stock,Authorized,Expert,Weekend,Evening,2.55,9000,"Brake Pad, Brake Fluid Hose"
768,Suzuki WagonR,2020,159339,Engine,Overheating,ENG-450,Overheating Issue,Low,Order Required,Local,Junior,Weekend,Afternoon,2.05,10200,"Engine Oil Filter, Spark Plug"
769,Nissan Sunny,2012,115806,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Medium,In Stock,Authorized,Expert,Weekend,Afternoon,3.12,12900,"Brake Fluid Hose, Brake Caliper"
770,Nissan Sunny,2017,166490,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Medium,In Stock,Authorized,Senior,Weekday,Morning,4.83,18800,"Wiring Harness, Starter Motor"
771,Honda Fit,2013,159488,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,Order Required,Local,Senior,Weekend,Morning,4.85,24400,"Brake Fluid Hose, Brake Disc"
772,Suzuki WagonR,2015,51276,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Medium,Order Required,Authorized,Expert,Weekend,Evening,4.92,28700,"Fuse, Battery"
773,Toyota Prius,2010,146736,Electrical,Battery Drain,ELE-926,Battery Drain Issue,High,Order Required,Authorized,Expert,Weekend,Evening,6.49,24600,"Fuse, Alternator"
774,Honda Civic,2021,99656,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,In Stock,Authorized,Junior,Weekend,Evening,3.66,21900,"Control Arm, Ball Joint"
775,Nissan Sunny,2015,70252,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,Order Required,Authorized,Expert,Weekday,Evening,3.63,15800,"Shock Absorber, Strut Mount"
776,Suzuki WagonR,2010,25253,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,In Stock,Authorized,Expert,Weekday,Afternoon,7.2,28900,"Fuel Injector, Engine Oil Filter"
777,Toyota Corolla,2011,86742,Suspension,Steering Issue,SUS-930,Steering Issue Issue,High,In Stock,Local,Junior,Weekend,Afternoon,5.85,28000,"Control Arm, Strut Mount"
778,Honda Civic,2019,115466,Engine,Overheating,ENG-450,Overheating Issue,Low,In Stock,Local,Senior,Weekend,Morning,2.83,16600,"Timing Belt, Spark Plug"
779,Toyota Prius,2008,116418,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,In Stock,Authorized,Senior,Weekday,Morning,2.03,10100,"Control Arm, Strut Mount"
780,Suzuki WagonR,2018,162160,Engine,Overheating,ENG-450,Overheating Issue,Medium,In Stock,Authorized,Junior,Weekend,Afternoon,4.93,26000,"Engine Oil Filter, Timing Belt"
781,Toyota Corolla,2019,41957,Engine,Overheating,ENG-450,Overheating Issue,Medium,In Stock,Local,Junior,Weekday,Morning,4.93,28600,"Spark Plug, Timing Belt"
782,Nissan Sunny,2009,134037,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Local,Expert,Weekday,Afternoon,2.74,14400,"Strut Mount, Ball Joint"
783,Suzuki Alto,2016,177864,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,Order Required,Local,Junior,Weekend,Morning,6.85,36200,"Control Arm, Strut Mount"
784,Suzuki WagonR,2009,28382,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Medium,In Stock,Local,Expert,Weekend,Morning,4.93,19400,"Starter Motor, Wiring Harness"
785,Toyota Corolla,2014,102899,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Expert,Weekend,Afternoon,6.82,40800,"Clutch Plate, Gearbox Mount"
786,Nissan Sunny,2011,110080,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,In Stock,Authorized,Junior,Weekday,Afternoon,1.32,5500,"Brake Caliper, Brake Fluid Hose"
787,Toyota Corolla,2010,157087,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,In Stock,Local,Expert,Weekend,Evening,6.55,38400,"Brake Pad, Brake Fluid Hose"
788,Honda Civic,2020,90782,Engine,Timing Issue,ENG-522,Timing Issue Issue,Low,Order Required,Local,Junior,Weekday,Evening,2.7,14500,"Timing Belt, Spark Plug"
789,Toyota Corolla,2016,38296,Brake,ABS Fault,BRA-102,ABS Fault Issue,Medium,In Stock,Local,Junior,Weekend,Evening,4.03,16400,"Brake Disc, Brake Pad"
790,Suzuki Alto,2009,125044,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,Order Required,Authorized,Expert,Weekend,Evening,7.38,30100,"Brake Pad, Brake Disc"
791,Toyota Corolla,2016,116866,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,Order Required,Local,Expert,Weekend,Morning,1.3,6300,"Alternator, Battery"
792,Suzuki Alto,2012,37911,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,In Stock,Local,Junior,Weekday,Morning,2.4,12700,"Transmission Fluid Filter, Gearbox Mount"
793,Honda Civic,2008,152231,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,In Stock,Local,Junior,Weekday,Afternoon,2.37,10000,"Starter Motor, Wiring Harness"
794,Honda Civic,2010,88962,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,In Stock,Local,Junior,Weekend,Evening,1.03,6100,"Control Arm, Ball Joint"
795,Toyota Corolla,2013,121148,Engine,Overheating,ENG-450,Overheating Issue,High,In Stock,Authorized,Expert,Weekend,Morning,6.77,34000,"Piston Ring, Engine Oil Filter"
796,Toyota Prius,2013,60180,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,In Stock,Local,Junior,Weekend,Morning,6.51,33300,"Brake Disc, Brake Fluid Hose"
797,Nissan Sunny,2012,116133,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,Order Required,Local,Senior,Weekend,Morning,2.69,12000,"Wiring Harness, Battery"
798,Toyota Corolla,2010,154964,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,Order Required,Local,Expert,Weekend,Evening,4.51,21400,"Piston Ring, Fuel Injector"
799,Suzuki Alto,2021,104019,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,Order Required,Local,Expert,Weekend,Morning,1.78,9800,"Gearbox Mount, Clutch Plate"
800,Honda Civic,2017,167493,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,High,Order Required,Authorized,Junior,Weekday,Morning,5.97,31900,"Starter Motor, Battery"
801,Suzuki Alto,2017,56424,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Medium,Order Required,Local,Expert,Weekday,Evening,3.89,14400,"Control Arm, Shock Absorber"
802,Honda Fit,2022,114783,Engine,Overheating,ENG-450,Overheating Issue,High,Order Required,Authorized,Expert,Weekend,Afternoon,6.66,36200,"Piston Ring, Engine Oil Filter"
803,Honda Civic,2022,96013,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Medium,In Stock,Authorized,Expert,Weekend,Afternoon,3.22,18200,"Gearbox Mount, Transmission Fluid Filter"
804,Honda Civic,2011,84895,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,In Stock,Local,Junior,Weekday,Morning,5.92,34900,"Transmission Fluid Filter, Clutch Plate"
805,Honda Civic,2014,118561,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Low,In Stock,Local,Junior,Weekend,Afternoon,2.69,13100,"Wiring Harness, Starter Motor"
806,Nissan Sunny,2020,47656,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,In Stock,Authorized,Expert,Weekend,Evening,1.88,11000,"Gearbox Mount, Clutch Plate"
807,Honda Civic,2014,117367,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,In Stock,Authorized,Senior,Weekday,Evening,6.11,27900,"Wiring Harness, Alternator"
808,Toyota Corolla,2020,165508,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Local,Senior,Weekday,Evening,3.84,22900,"Ball Joint, Shock Absorber"
809,Toyota Corolla,2021,175525,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Senior,Weekend,Morning,5.84,32600,"Gearbox Mount, Transmission Fluid Filter"
810,Honda Civic,2008,129265,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,Order Required,Authorized,Expert,Weekend,Afternoon,2.04,11200,"Brake Fluid Hose, Brake Caliper"
811,Suzuki Alto,2019,63049,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,In Stock,Local,Junior,Weekend,Evening,7.3,35400,"Strut Mount, Shock Absorber"
812,Toyota Prius,2011,37112,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Low,Order Required,Authorized,Junior,Weekend,Evening,1.82,7400,"Shock Absorber, Control Arm"
813,Honda Civic,2022,51296,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,Medium,In Stock,Authorized,Junior,Weekend,Afternoon,4.67,19500,"Strut Mount, Ball Joint"
814,Toyota Corolla,2021,56303,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,In Stock,Local,Senior,Weekday,Evening,6.79,39600,"Brake Fluid Hose, Brake Caliper"
815,Nissan Sunny,2009,138520,Engine,Overheating,ENG-450,Overheating Issue,Medium,Order Required,Authorized,Senior,Weekend,Evening,4.76,19700,"Timing Belt, Piston Ring"
816,Honda Fit,2013,82210,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Low,Order Required,Authorized,Senior,Weekday,Morning,1.2,5500,"Transmission Fluid Filter, Gearbox Mount"
817,Honda Civic,2012,81970,Engine,Timing Issue,ENG-522,Timing Issue Issue,Low,Order Required,Authorized,Expert,Weekday,Afternoon,2.83,13600,"Piston Ring, Engine Oil Filter"
818,Toyota Prius,2021,46376,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,Order Required,Authorized,Senior,Weekend,Afternoon,4.39,23600,"Clutch Plate, Transmission Fluid Filter"
819,Toyota Corolla,2016,97619,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,High,Order Required,Authorized,Senior,Weekday,Morning,6.02,27300,"Gearbox Mount, Transmission Fluid Filter"
820,Toyota Prius,2015,116105,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,Order Required,Authorized,Senior,Weekend,Evening,7.25,29300,"Fuel Injector, Piston Ring"
821,Honda Fit,2020,96573,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,In Stock,Authorized,Expert,Weekend,Afternoon,7.18,32700,"Brake Pad, Brake Disc"
822,Honda Fit,2020,113968,Suspension,Wheel Alignment,SUS-239,Wheel Alignment Issue,High,Order Required,Local,Senior,Weekday,Morning,6.56,31300,"Ball Joint, Control Arm"
823,Toyota Corolla,2012,169742,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,In Stock,Local,Expert,Weekend,Morning,6.71,29100,"Piston Ring, Engine Oil Filter"
824,Toyota Corolla,2018,131134,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,High,In Stock,Authorized,Junior,Weekday,Morning,6.96,38700,"Clutch Plate, Transmission Fluid Filter"
825,Nissan Sunny,2019,158940,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Low,Order Required,Authorized,Junior,Weekday,Afternoon,1.45,6300,"Battery, Fuse"
826,Honda Civic,2017,105994,Brake,ABS Fault,BRA-102,ABS Fault Issue,High,Order Required,Local,Expert,Weekend,Evening,6.5,33700,"Brake Caliper, Brake Disc"
827,Honda Fit,2020,148213,Engine,Oil Leak,ENG-170,Oil Leak Issue,Medium,Order Required,Local,Senior,Weekend,Afternoon,4.25,20100,"Spark Plug, Fuel Injector"
828,Suzuki Alto,2020,109785,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,In Stock,Local,Junior,Weekend,Afternoon,4.13,19300,"Clutch Plate, Transmission Fluid Filter"
829,Honda Civic,2022,145940,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,Low,Order Required,Authorized,Senior,Weekday,Morning,1.72,7100,"Brake Fluid Hose, Brake Disc"
830,Honda Fit,2011,42333,Transmission,Gear Slip,TRA-571,Gear Slip Issue,High,Order Required,Authorized,Senior,Weekday,Morning,7.21,38900,"Clutch Plate, Gearbox Mount"
831,Toyota Prius,2013,153929,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,In Stock,Authorized,Junior,Weekend,Evening,6.41,33700,"Strut Mount, Ball Joint"
832,Nissan Sunny,2020,81935,Transmission,Fluid Leak,TRA-857,Fluid Leak Issue,Medium,In Stock,Local,Junior,Weekend,Afternoon,4.22,21400,"Gearbox Mount, Clutch Plate"
833,Honda Fit,2017,78327,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,Order Required,Authorized,Junior,Weekday,Morning,1.84,10700,"Clutch Plate, Gearbox Mount"
834,Suzuki Alto,2018,141184,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Low,In Stock,Local,Expert,Weekday,Evening,2.01,8600,"Starter Motor, Battery"
835,Honda Fit,2016,55448,Engine,Overheating,ENG-450,Overheating Issue,Low,Order Required,Authorized,Junior,Weekday,Morning,2.59,14400,"Fuel Injector, Spark Plug"
836,Suzuki Alto,2020,21483,Engine,Timing Issue,ENG-522,Timing Issue Issue,Low,Order Required,Local,Expert,Weekday,Evening,1.23,4700,"Spark Plug, Engine Oil Filter"
837,Toyota Corolla,2020,160710,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,Low,In Stock,Local,Expert,Weekend,Afternoon,2.65,9500,"Control Arm, Shock Absorber"
838,Honda Civic,2011,82450,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,In Stock,Authorized,Expert,Weekend,Morning,1.2,4900,"Alternator, Battery"
839,Honda Civic,2013,156193,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,Order Required,Local,Junior,Weekday,Evening,3.27,14700,"Gearbox Mount, Clutch Plate"
840,Suzuki WagonR,2008,154819,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,Order Required,Local,Expert,Weekday,Evening,2.88,13400,"Brake Fluid Hose, Brake Disc"
841,Honda Fit,2011,63134,Brake,Brake Fluid Leak,BRA-253,Brake Fluid Leak Issue,High,In Stock,Local,Expert,Weekend,Afternoon,6.03,24800,"Brake Pad, Brake Fluid Hose"
842,Honda Civic,2016,70439,Electrical,Battery Drain,ELE-926,Battery Drain Issue,Low,In Stock,Authorized,Junior,Weekend,Afternoon,2.66,16000,"Alternator, Fuse"
843,Suzuki WagonR,2011,127481,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Local,Senior,Weekend,Evening,4.27,25300,"Engine Oil Filter, Spark Plug"
844,Nissan Sunny,2013,78848,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Low,Order Required,Authorized,Expert,Weekend,Evening,1.07,4900,"Starter Motor, Battery"
845,Nissan Sunny,2016,179679,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,Order Required,Authorized,Junior,Weekend,Morning,4.58,23900,"Shock Absorber, Strut Mount"
846,Suzuki WagonR,2015,177991,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Medium,Order Required,Local,Senior,Weekend,Evening,3.37,14500,"Transmission Fluid Filter, Clutch Plate"
847,Honda Fit,2010,20798,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Low,In Stock,Authorized,Expert,Weekday,Morning,1.54,8300,"Brake Fluid Hose, Brake Pad"
848,Honda Fit,2015,119993,Electrical,Wiring Fault,ELE-831,Wiring Fault Issue,Low,In Stock,Authorized,Junior,Weekend,Afternoon,2.44,14400,"Wiring Harness, Fuse"
849,Suzuki Alto,2012,137310,Engine,Overheating,ENG-450,Overheating Issue,Low,Order Required,Local,Senior,Weekday,Morning,1.15,6200,"Spark Plug, Engine Oil Filter"
850,Toyota Prius,2014,168785,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,High,Order Required,Authorized,Junior,Weekday,Evening,6.44,38100,"Starter Motor, Alternator"
851,Honda Fit,2018,49146,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,Order Required,Local,Senior,Weekend,Evening,6.2,35000,"Shock Absorber, Strut Mount"
852,Suzuki Alto,2015,121451,Transmission,Gear Slip,TRA-571,Gear Slip Issue,Low,Order Required,Local,Senior,Weekday,Afternoon,2.27,12900,"Transmission Fluid Filter, Gearbox Mount"
853,Toyota Corolla,2014,97807,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,High,In Stock,Authorized,Expert,Weekday,Morning,5.86,34000,"Starter Motor, Wiring Harness"
854,Suzuki WagonR,2017,80859,Electrical,Sensor Failure,ELE-256,Sensor Failure Issue,Low,Order Required,Local,Junior,Weekend,Morning,2.04,8400,"Alternator, Wiring Harness"
855,Toyota Corolla,2014,178499,Engine,Misfire,ENG-847,Misfire Issue,Medium,Order Required,Local,Expert,Weekend,Morning,3.61,14700,"Timing Belt, Piston Ring"
856,Suzuki WagonR,2017,63420,Transmission,Clutch Wear,TRA-196,Clutch Wear Issue,Low,Order Required,Authorized,Junior,Weekend,Morning,1.85,10500,"Transmission Fluid Filter, Clutch Plate"
857,Nissan Sunny,2014,121226,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,High,In Stock,Authorized,Senior,Weekend,Morning,5.9,26400,"Brake Pad, Brake Caliper"
858,Suzuki Alto,2021,157828,Electrical,Alternator Failure,ELE-439,Alternator Failure Issue,Medium,Order Required,Local,Expert,Weekday,Morning,4.89,28700,"Fuse, Starter Motor"
859,Suzuki Alto,2009,138382,Engine,Oil Leak,ENG-170,Oil Leak Issue,High,In Stock,Local,Senior,Weekday,Evening,7.38,28400,"Fuel Injector, Timing Belt"
860,Toyota Corolla,2019,152040,Suspension,Steering Issue,SUS-930,Steering Issue Issue,Medium,In Stock,Authorized,Junior,Weekday,Morning,4.31,18100,"Shock Absorber, Control Arm"
861,Honda Fit,2013,28418,Brake,Brake Pad Wear,BRA-207,Brake Pad Wear Issue,Medium,In Stock,Authorized,Expert,Weekday,Afternoon,3.18,11900,"Brake Pad, Brake Caliper"
862,Suzuki Alto,2019,80716,Suspension,Shock Absorber Wear,SUS-606,Shock Absorber Wear Issue,High,Order Required,Authorized,Junior,Weekend,Afternoon,6.77,35400,"Ball Joint, Control Arm"
